"","GeneSymbol","LevelOfConfidence"
"205","ABHD5","LowEvidence"
"206","MPZ","LowEvidence"
"207","AIMP1","LowEvidence"
"208","GARS","LowEvidence"
"209","BAG3","LowEvidence"
"210","DPM1","LowEvidence"
"211","STIM2","LowEvidence"
"212","PYGM","LowEvidence"
"213","CAPN3","LowEvidence"
"214","SGCD","LowEvidence"
"215","NEFL","LowEvidence"
"216","TTN","LowEvidence"
"217","ETFB","LowEvidence"
"218","HADHB","LowEvidence"
"219","PLEC","LowEvidence"
"220","PSD3","LowEvidence"
"221","DUX4","LowEvidence"
"222","RBCK1","LowEvidence"
"223","CHKB","LowEvidence"
"224","FAM111B","LowEvidence"
"225","ETFA","LowEvidence"
"226","PNPLA2","LowEvidence"
"227","COL4A2","LowEvidence"
"228","TMEM43","LowEvidence"
"229","ISCU","LowEvidence"
"230","PABPN1","LowEvidence"
"231","SLC22A5","LowEvidence"
"232","ACADS","LowEvidence"
"233","FLNC","LowEvidence"
"234","LPIN1","LowEvidence"
"235","ANXA3","LowEvidence"
"236","CFL2","LowEvidence"
"237","TSEN2","LowEvidence"
"238","MT-TL1","LowEvidence"
"239","TIA1","LowEvidence"
"240","SIL1","LowEvidence"
"241","DPAGT1","LowEvidence"
"242","CHCHD10","LowEvidence"
